id,sku,name,category,brand,description,unit_price,cost,stock_quantity,is_active,created_at,supplier_id
775,CALI-10774,Calix AXOS Platform Router,Networking,Calix,Service provider access router enabling multi-protocol support over broadband connections for residential and business customers. Supports advanced QoS and security features for wholesale network deployments.,443.68,327.92,389,1,2021-09-05T23:40:57.100Z,33
776,GRAN-10775,Grandstream GWN7610 Enterprise VPN Router,Networking,Grandstream,IP-based router featuring dual WAN connections with automatic failover and IPSec VPN support for remote site connectivity. Integrates advanced QoS and comprehensive traffic management for branch office deployments.,457.93,339.64,284,1,2022-05-21T13:49:25.863Z,26
777,CAMB-10776,Cambium cnWave E-Band Wireless Bridge,Networking,Cambium,Licensed spectrum wireless point-to-point backhaul delivering up to 10 Gbps throughput over short-range links. Ideal for connecting remote sites and data centers without fiber optic infrastructure.,404.61,260.72,268,1,2021-11-11T06:26:48.017Z,22
778,PEPP-10777,Pepperl+Fuchs ICTM-TSC Industrial Switch,Networking,Pepperl+Fuchs,Rugged managed industrial Ethernet switch with 8 ports rated for harsh temperature and vibration environments. Supports redundancy protocols and extended operating range for manufacturing and infrastructure applications.,88.96,66.6,65,1,2022-06-25T09:03:49.826Z,20
779,ALLI-10778,Allied Telesis AT-x930-52GPX Switch,Networking,Allied Telesis,High-performance fixed-configuration switch with 48 Gigabit ports and 4 SFP+ uplinks delivering wire-speed throughput. Built with extensive energy efficiency features and comprehensive Layer 3 routing capabilities.,319.1,186.93,456,1,2022-01-22T13:47:37.007Z,17
780,RIVE-10779,Riverbed Steelhead RX Appliance,Networking,Riverbed,WAN optimization appliance accelerating application performance across branch networks through intelligent caching and compression. Delivers significant bandwidth reduction for legacy and modern applications over congested links.,214.16,169.13,310,1,2023-03-07T21:52:25.414Z,12
781,CHEC-10780,Check Point Quantum 5100 Firewall,Networking,Check Point,Advanced threat prevention security gateway delivering 6 Gbps throughput with integrated DDoS mitigation and advanced malware protection. Engineered for branch and remote office security deployments.,139.14,109.38,349,1,2024-10-16T09:20:39.348Z,34
782,VIGI-10781,Vigilon SecureLink VPN Concentrator,Networking,Vigilon,Specialized VPN appliance supporting up to 5000 concurrent remote access connections with hardware-accelerated encryption. Provides centralized authentication and comprehensive audit logging for enterprise remote access security.,318.01,239.82,146,1,2022-06-16T18:59:42.077Z,6
783,NETS-10782,NETSCOUT nGeniusONE Network Intelligence Platform,Networking,NETSCOUT,Comprehensive network monitoring and analytics solution delivering real-time visibility into application performance and user experience. Combines NetFlow data collection with AI-driven anomaly detection for proactive issue resolution.,295.14,189.77,360,1,2022-09-21T02:49:11.341Z,23
784,VIAV-10783,Viavi Solutions ONX 620 Network Performance Monitor,Networking,Viavi Solutions,Portable WiFi and network testing device delivering comprehensive spectrum analysis and connection validation. Essential tool for network technicians conducting site surveys and troubleshooting connectivity issues.,50.24,39.57,34,1,2023-05-15T04:07:42.462Z,33
785,PROX-10784,Proxim Wireless ORiNOCO 7122 Access Point,Networking,Proxim,Enterprise WiFi 6 access point supporting outdoor deployment with weather-resistant enclosure design. Delivers 4.8 Gbps aggregate speeds with integrated PoE power injection for extended campus installations.,116.21,87.13,247,1,2023-08-02T08:07:34.472Z,20
786,COMM-10785,Commscope Ruckus CloudPath Enrollment System,Networking,Commscope,Wireless network onboarding platform automating secure device provisioning and guest access management. Integrates with existing authentication systems to streamline network access for BYOD environments.,229.67,130.25,20,1,2023-09-01T00:25:01.367Z,3
787,MELL-10786,Infiniband HDR 200G Network Adapter,Networking,Mellanox,High-speed interconnect adapter delivering 200 Gbps throughput for high-performance computing clusters and data center environments. Supports NVIDIA GPU direct access for ultra-low latency machine learning applications.,320.04,242.14,449,1,2021-09-20T13:35:32.918Z,7
788,BROA-10787,Broadcom BCM84754 10G Ethernet PHY,Networking,Broadcom,Integrated 10 Gigabit Ethernet physical layer transceiver supporting multiple cable standards and power consumption profiles. Enables efficient multi-port network interface card designs for server and appliance applications.,475.09,289.09,177,0,2022-11-09T17:33:55.234Z,34
789,F5-10788,F5 BIG-IP Local Traffic Manager,Networking,F5,Application delivery controller optimizing and securing multi-protocol traffic across distributed server pools. Delivers advanced load balancing with SSL termination and integrated application-layer security features.,312.6,212.85,173,1,2023-12-17T02:29:12.840Z,3
790,NOKI-10789,NOKIA AirScale NetAct 5G Network Management,Networking,NOKIA,"Comprehensive 5G network operations platform providing real-time monitoring and automated provisioning across radio access networks. Enables operators to optimize coverage, capacity, and service quality across 5G deployments.",295.62,213.32,196,1,2024-11-17T04:27:47.833Z,20
791,WEST-10790,Western Digital Red Pro 8TB NAS Hard Drive,Storage & Drives,Western Digital,High-capacity NAS-optimized drive designed for 24/7 operation in RAID environments with advanced data integrity technology. Ideal for small to medium business backup and storage solutions.,555.28,407.47,255,1,2021-01-13T13:16:36.803Z,11
792,SAMS-10791,Samsung 870 QVO 2TB SATA SSD,Storage & Drives,Samsung,Reliable solid-state drive with QVO technology delivering excellent value for consumer storage upgrades and system performance improvements. Features Samsung's durable V-NAND flash memory and comprehensive encryption options.,99.26,66.24,391,1,2024-08-28T10:31:52.355Z,2
793,SEAG-10792,Seagate Barracuda Pro 10TB Desktop HDD,Storage & Drives,Seagate,Performance-focused hard drive engineered for high-speed data transfers and demanding multimedia workloads. Built-in vibration sensors reduce interference in multi-drive environments for maximum reliability.,377.54,251.72,377,1,2023-08-26T20:13:52.474Z,14
794,CRUC-10793,Crucial P5 Plus 1TB NVMe SSD,Storage & Drives,Crucial,Ultra-fast PCIe 4.0 NVMe drive delivering exceptional read and write speeds for content creators and gamers. Includes dynamic thermal management to maintain peak performance under sustained workloads.,323.81,256.27,239,1,2024-06-17T13:01:55.873Z,37
795,TOSH-10794,Toshiba XS700 480GB Portable SSD,Storage & Drives,Toshiba,"Compact and durable external SSD with USB 3.2 connectivity, perfect for on-the-go file transfers and backup. Rugged design with shock resistance makes it ideal for travel and field work.",552.86,394.54,1,0,2022-06-01T20:03:41.132Z,39
796,KING-10795,Kingston A2000 500MB NVMe M.2 SSD,Storage & Drives,Kingston,Affordable high-speed storage solution featuring NVMe protocol for significantly faster boot times and application loading. Excellent compatibility with gaming consoles and modern PC builds.,526.47,322.52,50,1,2021-09-16T20:40:39.554Z,20
797,LACI-10796,LaCie Rugged Mini 1TB External Hard Drive,Storage & Drives,LaCie,"Military-grade rugged design with shock, drop, and pressure resistance for reliable backup in harsh conditions. Thunderbolt and USB 3.0 connectivity ensures fast transfers and broad device compatibility.",561.2,415.13,424,1,2024-10-12T01:45:44.083Z,9
798,INTE-10797,Intel Optane Memory H20 32GB with SSD,Storage & Drives,Intel,Hybrid storage combining Intel Optane technology with QLC NAND for responsive system acceleration and expanded storage capacity. Dramatically improves perceived system responsiveness for everyday computing.,495.19,394.69,388,1,2022-02-04T02:41:05.899Z,18
799,SAND-10798,SanDisk Extreme Portable SSD 1TB,Storage & Drives,SanDisk,"Ruggedized mobile storage with IP55 dust and water resistance, delivering USB 3.1 performance in a pocket-sized form factor. Perfect for photographers, videographers, and mobile professionals.",531.41,301.37,312,1,2024-10-10T00:54:41.997Z,6
800,TRAN-10799,Transcend StoreJet 25H3 2TB Portable Drive,Storage & Drives,Transcend,Affordable external storage with USB 3.1 Gen 1 connectivity and durable aluminum construction for everyday backup needs. Compatible with both Windows and Mac systems without requiring additional software.,210.72,117.95,421,1,2021-10-29T11:06:13.615Z,27
801,ADAT-10800,ADATA XPG SX8200 Pro 2TB M.2 NVMe,Storage & Drives,ADATA,Gaming-focused high-performance NVMe drive with enhanced thermal management and customizable RGB lighting via ADATA software. Delivers consistent high-speed performance across demanding gaming and creative applications.,78.03,50.8,72,1,2023-08-24T09:13:42.682Z,31
802,SYNO-10801,Synology HAT5300 4TB Enterprise HDD,Storage & Drives,Synology,Purpose-built hard drive for NAS and enterprise RAID systems with optimized firmware and increased reliability for round-the-clock operation. Supports mixed-drive environments with balanced performance across configurations.,495.36,388.12,110,1,2021-06-09T16:00:25.681Z,39
803,WEST-10802,WD Blue SN570 500GB NVMe SSD,Storage & Drives,Western Digital,Entry-level NVMe storage combining strong performance with affordability for budget-conscious system builders and upgrades. Offers straightforward installation without heatsinks for universal M.2 slot compatibility.,82.65,56.15,156,1,2023-12-21T07:51:02.880Z,39
804,SABR-10803,Sabrent Rocket Nano 256GB Mini NVMe,Storage & Drives,Sabrent,Ultra-compact M.2 2242 form factor drive ideal for ultrabook upgrades and space-constrained systems with full NVMe performance. Superior build quality ensures longevity in demanding mobile computing environments.,477.05,306.03,339,1,2023-04-05T20:03:05.216Z,19
805,HITA-10804,Hitachi Ultrastar DC HA210 2TB Data Center HDD,Storage & Drives,Hitachi,Enterprise-grade hard drive engineered for 24/7 continuous operation in large-scale storage arrays and server farms. Advanced vibration tolerance and predictive failure analytics maximize uptime in critical infrastructure.,560.22,438.31,412,1,2024-12-06T02:34:46.410Z,5
806,CORS-10805,Corsair MP40 1TB Performance NVMe SSD,Storage & Drives,Corsair,Enthusiast-grade storage solution combining exceptional speed with Corsair's trusted reliability and customer support. DirectStorage compatibility enables next-generation gaming experiences on compatible platforms.,365.01,236.51,142,1,2021-03-09T10:53:31.248Z,38
807,SEAG-10806,Seagate One Touch 5TB Portable Storage,Storage & Drives,Seagate,Automatic backup drive with integrated Seagate Rescue Data Recovery services and built-in USB 3.0 speeds for reliable external storage. Stylish design and straightforward setup make it perfect for both personal and professional use.,67.41,46.81,341,1,2024-09-26T07:12:18.281Z,13
808,MUSH-10807,Mushkin Enhanced Pilot-E 480GB NVMe,Storage & Drives,Mushkin Enhanced,Cost-effective PCIe Gen3 NVMe solution delivering solid performance improvements over SATA drives for system upgrades and gaming builds. Competitively priced without sacrificing reliability and proven performance.,167.62,120.53,16,1,2022-10-12T15:10:36.761Z,14
809,BUFF-10808,Buffalo MiniStation Extreme 1TB Rugged External,Storage & Drives,Buffalo,Compact and durable external hard drive with shock resistance and IP56 rating for protection against water and dust ingress. FireWire and USB connectivity provides compatibility across legacy and modern computer systems.,78.96,52.57,126,1,2021-11-04T12:00:35.247Z,21
810,NETA-10809,Netac Z9 1TB M.2 2280 NVMe SSD,Storage & Drives,Netac,High-performance consumer-grade NVMe drive offering excellent speed-to-price ratio for gaming and content creation. Integrates advanced error correction and thermal management for sustained sequential performance.,99.25,57.74,144,1,2021-08-11T21:47:01.269Z,35
811,MAXT-10810,Maxtor OneTouch 4 Plus 500GB Desktop,Storage & Drives,Maxtor,User-friendly external storage with built-in backup software and one-touch automatic backup functionality for simple data protection. USB 2.0 and FireWire connectivity ensures broad compatibility with older and newer systems alike.,511.28,382.95,210,1,2021-06-07T11:30:37.100Z,22
812,GIGA-10811,Gigabyte AORUS NVMe Gen4 SSD 2TB,Storage & Drives,Gigabyte,Purpose-designed storage for enthusiasts and gamers featuring quad-channel design and superior thermal dissipation performance. Includes RGB lighting synchronized with AORUS ecosystem components for integrated system aesthetics.,410.11,299.4,171,1,2021-07-31T02:21:47.432Z,26
813,LEXA-10812,Lexar Professional SL100 Portable SSD 512GB,Storage & Drives,Lexar,Professional-grade portable storage combining compact design with Thunderbolt 3 speeds up to 1050MB/s for rapid file transfers. Military-grade encryption and optional password protection safeguard sensitive creative content.,267.25,166.33,326,1,2022-07-30T23:34:29.757Z,2
814,SKHY-10813,SK Hynix Platinum P41 1TB NVMe,Storage & Drives,SK Hynix,High-efficiency NVMe drive featuring proprietary controller technology and optimized power consumption for longer battery life in laptops. Excellent random performance and sustained throughput for professional workstation applications.,70.37,54.66,98,1,2024-04-07T17:13:29.258Z,35
815,VERB-10814,Verbatim Store'n'Go Ultra 64GB USB 3.2 Flash Drive,Storage & Drives,Verbatim,Portable ultra-fast USB drive combining high capacity with compact design and durable metal construction for reliable daily transfers. Keyring attachment and wide OS compatibility make it ideal for portable file sharing and quick backups.,33.88,22.38,301,1,2022-10-03T23:12:13.042Z,33
816,MICR-10815,Micron Crucial P3 Plus 2TB NVMe SSD,Storage & Drives,Micron,"Budget-friendly PCIe 4.0 NVMe drive offering substantial performance gains for everyday computing and gaming applications. Delivers up to 5,100MB/s read speeds with efficient power management for extended laptop battery life.",319.82,197.36,118,1,2021-05-10T06:19:03.902Z,19
817,SEAG-10816,Seagate SkyHawk 4TB Surveillance Hard Drive,Storage & Drives,Seagate,Specialized 24/7 recording drive engineered for security camera systems and DVR/NVR applications with enhanced reliability. ImagePerfect technology reduces dropped frames and optimizes performance in multi-camera surveillance setups.,197.05,155.44,119,0,2021-06-21T17:22:52.795Z,32
818,SAMS-10817,Samsung 990 Pro 4TB PCIe 5.0 NVMe SSD,Storage & Drives,Samsung,Next-generation ultra-high-speed storage leveraging PCIe 5.0 interface for future-proofing your system with extraordinary data throughput capabilities. Advanced thermal management ensures consistent peak performance during sustained intensive workloads.,192.11,118.41,377,1,2021-10-22T17:14:11.421Z,18
819,WEST-10818,WD Purple 3TB Surveillance HDD,Storage & Drives,Western Digital,Dedicated surveillance storage designed for continuous recording in security systems with optimized firmware for video streaming. AllFrame technology eliminates frame drops during heavy multi-stream operations for flawless recording.,244.41,160.69,429,1,2024-05-19T02:08:30.913Z,24
820,CORS-10819,Corsair MP600 CORE XT 1TB M.2 NVMe,Storage & Drives,Corsair,Mid-range gaming and creative storage providing excellent balance between performance and value with Gen4 NVMe speeds. 5-year warranty and proven reliability make it a trusted choice for system builders and professionals.,199.44,138.37,99,0,2022-03-31T03:08:55.931Z,28
821,SABR-10820,Sabrent Rocket Q4 2TB M.2 NVMe SSD,Storage & Drives,Sabrent,Enterprise-capable QLC NVMe drive optimized for large-capacity requirements and bulk data storage applications. Dynamic SLC caching technology maintains high speeds for both sequential and random operations.,585.88,374.99,280,1,2022-03-24T04:48:12.009Z,14
822,TOSH-10821,Toshiba Canvio Ready 2TB External HDD,Storage & Drives,Toshiba,Simple and affordable plug-and-play external storage solution compatible with both Windows and Mac computers without formatting. Includes USB 3.0 connectivity for reliable daily backup and file archiving needs.,524.8,391.18,109,1,2023-03-22T19:37:11.937Z,36
823,INTE-10822,Intel 670p 2TB M.2 NVMe SSD,Storage & Drives,Intel,Consumer-focused QLC NVMe storage balancing capacity with competitive pricing for mainstream computing and light gaming workloads. Intelligent data placement technology optimizes performance across typical usage patterns.,371.17,248,344,1,2024-08-23T16:39:25.928Z,36
824,SEAG-10823,Seagate IronWolf 12TB NAS Hard Drive,Storage & Drives,Seagate,High-capacity NAS-optimized hard drive featuring AgileArray technology for improved RAID compatibility and data integrity. Dual-plane balance and rotational vibration sensors ensure stable operation in multi-drive environments.,189.24,113.26,124,1,2021-09-12T21:28:09.698Z,12
825,KING-10824,Kingston KC3000 512GB NVMe PCIe Gen4,Storage & Drives,Kingston,High-speed consumer NVMe drive combining reliability with exceptional performance for content creation and demanding gaming scenarios. Comprehensive security features and encryption options protect sensitive user data.,588.24,342.36,61,1,2021-04-21T12:23:31.346Z,12
826,LACI-10825,LaCie Rugged SSD Pro 1TB External Storage,Storage & Drives,LaCie,"Rugged external solid-state storage with Thunderbolt 3 connectivity delivering speeds up to 1,050MB/s for professional workflows. Military-grade shock protection and comprehensive security make it ideal for field recordists and journalists.",316.82,248.59,357,1,2021-07-13T05:27:25.298Z,13
827,TRAN-10826,Transcend JetDrive 850 NVMe SSD 960GB,Storage & Drives,Transcend,Optimized storage upgrade for MacBook systems with exceptional compatibility and automatic firmware management via Boot Camp Assistant. High performance without external power requirements ensures seamless integration into Apple ecosystem devices.,578.99,338.76,218,1,2021-05-11T16:21:42.789Z,19
828,ADAT-10827,ADATA Gammix S70 Blade 1TB M.2 NVMe,Storage & Drives,ADATA,Cutting-edge gaming storage featuring advanced controller architecture and Micron 3D NAND for extreme sequential and random performance. RGB illumination and aluminum heatsink design complement high-end gaming PC builds.,459.05,264.73,459,1,2022-01-02T11:30:32.431Z,27
829,VERB-10828,Verbatim DataLife 8TB Enterprise SATA HDD,Storage & Drives,Verbatim,Enterprise-class storage solution with extended mean time between failures for mission-critical 24/7 server environments. Advanced error correction codes and predictive analytics support large-scale data center deployments.,278.7,176.95,269,1,2024-05-22T14:34:37.142Z,11
830,SAND-10829,SanDisk Extreme Pro Portable SSD 2TB,Storage & Drives,SanDisk,"Professional-grade portable storage with Thunderbolt 3 speeds reaching 1,050MB/s and robust protection against harsh environmental conditions. IP55 rating and rugged design make it essential for on-location creative professionals.",215.58,121.06,469,1,2022-04-25T01:57:39.622Z,12
831,CRUC-10830,Crucial MX500 1TB SATA SSD Internal Drive,Storage & Drives,Crucial,Reliable mainstream solid-state drive providing significant performance improvement over mechanical drives with excellent endurance ratings. Micron technology ensures consistent speed and dependable operation across diverse computing environments.,31.82,22.51,389,0,2021-05-09T12:17:49.524Z,38
832,PNY-10831,PNY CS3140 2TB High-Performance NVMe SSD,Storage & Drives,PNY,High-speed PCIe 4.0 storage delivering rapid boot times and application responsiveness for gaming and professional use. Includes advanced power management features to optimize energy efficiency without sacrificing performance.,477.65,310.17,441,1,2024-11-15T15:16:59.998Z,1
833,OWC-10832,OWC Envoy Pro SX 4TB Thunderbolt 3 SSD,Storage & Drives,OWC,Premium external SSD featuring thunderbolt 3 connectivity for ultrafast data transfers ideal for 4K video editing and large file workflows. Aluminum enclosure and comprehensive protection features safeguard valuable creative assets.,507.4,347.12,429,1,2022-01-16T12:18:54.160Z,7
834,XPG-10833,XPG SPECTRIX D50 Pro 1TB RGB NVMe,Storage & Drives,XPG,High-performance gaming NVMe drive featuring customizable RGB lighting synchronized with ASUS Aura and other RGB ecosystems. Dual heatsink design and advanced thermal management sustain peak performance during extended gaming sessions.,255.83,172.49,15,1,2024-07-26T15:15:54.216Z,21
835,SEAG-10834,Seagate Game Drive for PlayStation 5 2TB,Storage & Drives,Seagate,Purpose-built external SSD expansion for PlayStation 5 consoles with optimized firmware and certified compatibility standards. Enables seamless game installation and play of PS4 and PS5 titles with dedicated button control.,96.21,69.19,75,1,2024-10-04T22:28:46.137Z,22
836,WEST-10835,WD Black SN850X 1TB Gaming NVMe SSD,Storage & Drives,Western Digital,Ultimate gaming storage solution featuring DirectStorage compatibility and exclusive features for next-generation console-quality PC gaming. Variable speed zones and advanced thermal management maintain consistent high performance.,545.93,357.73,154,1,2022-01-12T22:47:16.030Z,35
837,SABR-10836,Sabrent Rocket XTRM-Q 2TB External SSD,Storage & Drives,Sabrent,Portable ultra-fast NVMe storage with Thunderbolt 3 connectivity and sleek industrial design for creative professionals on the move. Aluminum chassis with advanced thermal management protects against overheating during intensive transfer sessions.,330.78,257.51,389,1,2022-07-03T04:23:26.042Z,6
838,CRUC-10837,Crucial P2 Plus 500GB SSD with Heatsink,Storage & Drives,Crucial,Budget-friendly mid-range NVMe storage with integrated heatsink for optimal thermal performance in compact system builds. Delivers balanced performance improvements over SATA drives at exceptional value proposition.,478.37,369.44,157,1,2022-01-10T22:44:17.689Z,9
839,SYNO-10838,Synology HAT3310 8TB Enterprise HDD,Storage & Drives,Synology,Specialized enterprise hard drive engineered for demanding NAS environments with dual data planes and optimized power efficiency. CMR recording technology and advanced vibration compensation ensure outstanding reliability and consistent performance.,50.87,30.41,140,1,2022-02-17T23:58:03.852Z,39
840,GEIL-10839,GeIL EVO Spear 1TB Ultra M.2 NVMe,Storage & Drives,GeIL,Affordable high-speed NVMe solution offering solid Gen3 performance for mainstream gaming systems and productivity upgrades. Passive thermal design and reliable controller ensure stable operation across varied workload scenarios.,228.3,158.93,207,1,2021-12-29T18:53:02.857Z,37
841,DELL-10840,Dell UltraSharp U2723DE 27-inch 4K USB-C Monitor,Monitors,Dell,Professional-grade 27-inch 4K monitor with USB-C connectivity for seamless docking and charging of compatible laptops. Features factory-calibrated color accuracy and ergonomic stand for extended work sessions.,892.92,494.18,248,0,2021-08-20T20:54:48.756Z,19
842,LG-10841,LG UltraWide 49GN950 49-inch Curved Gaming Monitor,Monitors,LG,"Immersive 49-inch super ultrawide curved display with 240Hz refresh rate and 1ms response time, perfect for gaming and multitasking. Dual QHD resolution delivers stunning visuals across two side-by-side screen areas.",1145.07,713.88,281,1,2021-04-16T06:39:12.298Z,39
843,ASUS-10842,ASUS ProArt PA147CDV 14-inch Portable Display,Monitors,ASUS,Compact 14-inch portable monitor with USB-C connectivity and built-in battery for on-the-go productivity. Color-accurate panel ideal for creative professionals who need secondary display flexibility.,816.79,578.34,338,1,2021-07-22T08:14:55.247Z,20
844,BENQ-10843,BenQ SW240 24-inch Photography Reference Monitor,Monitors,BenQ,Specialized 24-inch monitor designed for photo editing with hardware calibration and wide color gamut support. Comes with motorized hood to minimize ambient light interference and ensure consistent viewing conditions.,219.89,145.29,349,1,2024-04-10T10:40:24.742Z,16
845,ACER-10844,Acer Predator X27 27-inch 4K 144Hz Gaming Monitor,Monitors,Acer,High-performance 4K gaming monitor featuring 144Hz refresh rate and G-Sync support for ultra-smooth gameplay. DisplayHDR 1000 certification provides exceptional brightness and contrast for immersive visual experiences.,1346.79,896.83,477,0,2021-10-12T11:03:53.218Z,37
846,HP-10845,HP Z24u G3 24-inch IPS Professional Display,Monitors,HP,"Enterprise-grade 24-inch monitor with Thunderbolt 3 connectivity and daisy-chaining support for streamlined workspace setup. Factory color-calibrated for video editing, graphic design, and professional content creation.",781.96,504.74,170,1,2024-08-16T02:43:41.446Z,40
847,MSI-10846,MSI MAG 321UPR 32-inch 4K MiniLED Gaming Monitor,Monitors,MSI,Cutting-edge 32-inch 4K monitor with MiniLED backlighting technology delivering superior contrast and local dimming zones. 144Hz refresh rate with HDMI 2.1 support makes it ideal for next-gen console and PC gaming.,669.51,440.07,217,0,2021-03-23T23:07:06.489Z,10
848,VIEW-10847,Viewsonic VP2458a 24-inch Full HD IPS Monitor,Monitors,Viewsonic,Professional 24-inch IPS display with color accuracy for design and video work. Compact footprint with VESA mount compatibility makes it perfect for multi-monitor setups in tight spaces.,1422.99,893.97,8,1,2022-11-22T03:34:14.308Z,38
849,EIZO-10848,Eizo ColorEdge CG279X 27-inch Hardware Calibrated Monitor,Monitors,Eizo,Premium 27-inch reference monitor built for color-critical work in studios and post-production facilities. Includes integrated spectrophotometer for self-calibration and maintains color accuracy indefinitely.,1455.36,1065.11,253,0,2022-04-08T07:54:15.571Z,6
850,ASUS-10849,ROG Swift PG279QM 27-inch 1440p 240Hz Monitor,Monitors,ASUS ROG,Esports-focused 27-inch QHD monitor with 240Hz refresh rate and 1ms gray-to-gray response time for competitive advantage. G-Sync Ultimate technology eliminates tearing and stuttering at high frame rates.,1774.38,1013.06,226,1,2023-11-16T11:32:32.119Z,25
851,LG-10850,LG 27UP550 27-inch 4K IPS USB-C Monitor,Monitors,LG,Business-oriented 27-inch 4K monitor with USB-C power delivery and USB hub functionality for cable consolidation. In-plane switching technology ensures consistent colors from wide viewing angles.,956.95,642.05,156,1,2024-07-16T19:54:53.533Z,26
852,RAZE-10851,Razer Raptor 27 27-inch 1440p 165Hz Gaming Monitor,Monitors,Razer,Gaming-focused 27-inch QHD monitor with 165Hz refresh rate and Chroma RGB lighting synchronized with Razer peripherals. Thin bezels and eye-care technology reduce fatigue during extended gaming sessions.,138.76,82.63,456,1,2022-08-28T10:45:00.883Z,39
853,GIGA-10852,Gigabyte M32QC 32-inch 1440p 170Hz Curved Monitor,Monitors,Gigabyte,"Immersive 32-inch curved QHD display with 170Hz refresh rate and AMD FreeSync Premium for smooth, tear-free gaming. VA panel technology delivers deep blacks and rich contrast for cinematic visuals.",213.15,165.39,184,1,2023-12-06T12:59:33.703Z,26
854,LENO-10853,Lenovo ThinkVision P28u-10 28-inch 4K USB-C Professional Monitor,Monitors,Lenovo,Professional-grade 28-inch 4K monitor with Thunderbolt 3 connectivity and USB-C hub with high power delivery capabilities. Daisy-chainable design allows multiple monitors on a single cable connection.,1122.78,645.86,135,1,2022-06-01T11:16:25.603Z,25
855,LG-10854,PG Ultrawide 38UP550 37.5-inch Ultrawide HDR Monitor,Monitors,LG,Breathtaking 37.5-inch ultrawide display providing the width of 1.4 standard 16:9 monitors in one seamless panel. Thunderbolt 3 connectivity and HDR support deliver professional-grade color accuracy and immersive visuals.,963.86,649.49,424,1,2022-11-05T16:24:42.270Z,26
856,ASUS-10855,ASUS VA24EHE 24-inch Full HD Budget-Friendly Display,Monitors,ASUS,Affordable 24-inch TN panel monitor perfect for general productivity and everyday computing tasks. Smooth motion and wide color reproduction make it suitable for office environments and basic multimedia use.,1095.56,645.96,419,1,2021-02-03T08:58:49.599Z,37
857,DELL-10856,Dell S3422DWG 34-inch Ultrawide 144Hz Curved Monitor,Monitors,Dell,Expansive 34-inch curved ultrawide with 1440p resolution and 144Hz refresh rate for gaming and productivity. NVIDIA G-Sync compatibility ensures smooth performance in fast-paced games and immersive content.,596.46,422.12,253,1,2023-01-28T20:56:08.322Z,8
858,JBL-10857,JBL Pro SG-2240 22-inch Reference Studio Monitor,Monitors,JBL,Audio professional-approved 22-inch reference monitor with advanced color accuracy for audio production and mastering. Compact size with multi-input connectivity accommodates various studio configurations.,873.53,571.75,464,1,2022-11-14T10:43:41.843Z,39
859,CORS-10858,Corsair Xeneon 32QHD 32-inch 1440p 165Hz Mini-LED Gaming Monitor,Monitors,Corsair,High-end 32-inch QHD gaming monitor featuring Mini-LED backlighting with 1152 dimming zones for exceptional contrast. 165Hz refresh rate with HDMI 2.1 support and integrated streaming software for content creators.,347.67,204.41,271,1,2024-01-22T11:04:42.624Z,5
860,AOC-10859,AOC U2790PQU 27-inch 4K USB-C Monitor,Monitors,AOC,Professional 27-inch 4K IPS monitor with USB-C connectivity and power delivery for laptop docking convenience. Includes built-in KVM switch for seamless multi-computer operation with single keyboard and mouse.,1751.91,1357.3,110,1,2021-01-03T05:15:31.118Z,40
861,IIYA-10860,Iiyama XUB2793UQS 27-inch 4K USB-C Professional Display,Monitors,Iiyama,Compact 27-inch 4K monitor with USB-C docking functionality and 90W power delivery for productivity workflows. Daisy-chaining capability allows stacking multiple monitors for expansive desktop setups.,745.36,498.34,481,1,2024-06-24T08:40:24.664Z,20
862,NEC-10861,NEC PA328CQ 31.1-inch DCI-P3 Color Accurate Monitor,Monitors,NEC,High-end 31.1-inch reference monitor built for cinema and digital content creation with DCI-P3 color gamut. Hardware calibration with integrated ColorProof technology ensures consistent color across broadcast and projection.,225.32,140.42,106,0,2024-01-07T07:24:46.791Z,31
863,PIXI-10862,Pixio PXC348C 34-inch Ultrawide 100Hz Curved Monitor,Monitors,Pixio,Immersive 34-inch ultrawide curved display with IPS panel delivering vibrant colors and expansive viewing angles. 100Hz refresh rate with AMD FreeSync makes it excellent for immersive gaming and productivity multitasking.,1334.61,794.32,421,1,2021-03-01T12:46:34.418Z,1
864,ASUS-10863,Asus PA248QV 24-inch sRGB Reference Monitor,Monitors,ASUS ProArt,Professional 24-inch monitor with hardware calibration and sRGB color gamut perfect for photographers and digital artists. Adjustable stand with portrait orientation option provides flexibility for varied creative workflows.,153.82,95.2,357,1,2022-11-19T23:16:30.638Z,36
865,BENQ-10864,BenQ EW2780U 27-inch 4K HDR Entertainment Monitor,Monitors,BenQ,Versatile 27-inch 4K monitor with HDR support and eye-comfort technology for extended viewing sessions. Dual HDMI 2.0 and DisplayPort connectivity makes it ideal for connecting multiple source devices simultaneously.,1532.01,977.55,57,0,2023-06-08T05:56:48.169Z,19
866,SAMS-10865,Samsung S90D 32-inch 4K 144Hz Mini-LED Gaming Monitor,Monitors,Samsung,"High-performance 32-inch 4K gaming monitor with 144Hz refresh rate and local dimming technology for exceptional contrast. AMD FreeSync Premium Pro and motion blur reduction deliver smooth, responsive gameplay for competitive gamers.",515.78,362.19,296,1,2022-01-11T11:41:25.074Z,16
